tweet,brand,sentiment,clean_text,overall
"RT @mention Before It Even Begins, #Apple Wins #SXSW {link} by @mention",Apple,Positive,rt before it even begins apple wins sxsw link by,1
"RT @mention Before it even begins, Apple wins #SXSW {link}",Apple,Positive,rt before it even begins apple wins sxsw link,1
"RT @mention Before It Even Begins, Apple Wins #SXSW {link} /by @mention for @mention",Apple,Positive,rt before it even begins apple wins sxsw link by for,1
"RT @mention Before It Even Begins, Apple Wins #SXSW {link} on @mention",Apple,Positive,rt before it even begins apple wins sxsw link on,1
"RT @mention Before It Even Begins, Apple Wins��#SxSW, {link} -&gt; gonna get sum! via @mention",Apple,Positive,rt before it even begins apple winssxsw link gt gonna get sum via,1
"RT @mention Best Brand Marketing at #SXSW: GE @mention solar powered carousel, @mention Rock 'n Roll Trailer Park, Apple's iPad2 pop-up shop",Unknown,Positive,rt best brand marketing at sxsw ge solar powered carousel rock n roll trailer park apples ipad popup shop,1
RT @mention Best iPad design: Big chunky elements. Generous space. Clarity trumps density. Tap quality trumps tap quantity. #tapworthy #sxsw,iPad,Positive,rt best ipad design big chunky elements generous space clarity trumps density tap quality trumps tap quantity tapworthy sxsw,1
"RT @mention BEST SWAG EVER. Thanks @mention My charging iPhone thanks you, too. #SXSW {link}",iPhone,Positive,rt best swag ever thanks my charging iphone thanks you too sxsw link,1
RT @mention Best thing I've heard this weekend at #SXSW &quot;I gave my iPad 2 money to #Japan relief. I don't need an iPad 2.&quot; (@mention,iPad,Negative,rt best thing ive heard this weekend at sxsw quoti gave my ipad money to japan relief i dont need an ipad quot,0
RT @mention Best thing I've heard this weekend at #SXSW &quot;I gave my iPad 2 money to #Japan relief. I don't need an iPad 2.&quot; (@mention @mention,iPad,Negative,rt best thing ive heard this weekend at sxsw quoti gave my ipad money to japan relief i dont need an ipad quot,0
RT @mention Best thing I've heard this weekend at #SXSW &quot;I gave my iPad 2 money to #Japan relief. I don't need an iPad 2.&quot; @mention,iPad,Negative,rt best thing ive heard this weekend at sxsw quoti gave my ipad money to japan relief i dont need an ipad quot,0
RT @mention Best thing I've heard this weekend at #SXSW &quot;I gave my iPad 2 money to #Japan relief. I don't need an iPad 2.&quot; &lt;Amen!&gt;,Unknown,Negative,rt best thing ive heard this weekend at sxsw quoti gave my ipad money to japan relief i dont need an ipad quot ltamengt,0
RT @mention Best thing I've heard this wknd @mention #SXSW &quot;I gave my iPad 2 money 2 #Japan relief. I don't need iPad 2&quot;(@mention @mention),Unknown,Negative,rt best thing ive heard this wknd sxsw quoti gave my ipad money japan relief i dont need ipad quot,0
RT @mention Better get in line now. RT @mention Apple is opening up a temp store in downtown Austin for #SXSW &amp; iPad 2 launch {link},Apple,Positive,rt better get in line now rt apple is opening up a temp store in downtown austin for sxsw amp ipad launch link,1
RT @mention Biomimicry as the basis of design and problem solving. Google studying flocking and swarming behavior to understand collab. Brilliant. #sxsw,Google,Positive,rt biomimicry as the basis of design and problem solving google studying flocking and swarming behavior to understand collab brilliant sxsw,1
RT @mention Blogger is about due for an update... Google takes action and will showcase the new design at #SXSW {link},Google,Positive,rt blogger is about due for an update google takes action and will showcase the new design at sxsw link,1
iPad 2's on both sides of me. I just want to hold them. Please? Pretty please? #geekout #sxsw,iPad,Positive,ipad s on both sides of me i just want to hold them please pretty please geekout sxsw,1
"RT @mention Bounced over to catch Google's Marissa Mayer speak. Always admired her - intelligent, classy, successful. #sxsw",Unknown,Positive,rt bounced over to catch googles marissa mayer speak always admired her intelligent classy successful sxsw,1
"RT @mention Brilliant move by Apple: before it even begins, Apple wins #SXSW {link}",Apple,Positive,rt brilliant move by apple before it even begins apple wins sxsw link,1
RT @mention Brought up how Google Maps had rerouted all images of JCPenney to images of Macys or trashy restraunts. They had no comment #uosxsw #sxsw,Other Google product or service,Negative,rt brought up how google maps had rerouted all images of jcpenney to images of macys or trashy restraunts they had no comment uosxsw sxsw,0
"RT @mention Buying iPad2? Turn in ur iPad1, Apple store wipes it clean, donates to schools. Mrs. Jobs idea. #Apple #iPad2 #SXSW",Unknown,Positive,rt buying ipad turn in ur ipad apple store wipes it clean donates to schools mrs jobs idea apple ipad sxsw,1
RT @mention Can't wait anymore!!! :)) &quot;Google to Launch Major New Social Network Called Circles&quot; (via @mention {link} #google #circles #sxsw,Other Google product or service,Positive,rt cant wait anymore quotgoogle to launch major new social network called circlesquot via link google circles sxsw,1
RT @mention Can't wait to see the internet implode in Austin on Friday when everyone stops all normal activity to order an iPad 2 #sxsw,iPad,Positive,rt cant wait to see the internet implode in austin on friday when everyone stops all normal activity to order an ipad sxsw,1
RT @mention Check out Lightbox.com at the Team Android Choice Awards finalists announced at #sxsw @mention and team rock!,Android,Positive,rt check out lightboxcom at the team android choice awards finalists announced at sxsw and team rock,1
RT @mention Check out the {link} site - download the iPhone app and get ready for SXSW (special Q&amp;A stream) #SXSW,iPad or iPhone App,Positive,rt check out the link site download the iphone app and get ready for sxsw special qampa stream sxsw,1
RT @mention Check out the #dokobots game from @mention for iPhone and Android.  Seems pretty cool. #geogames #SXSW #tmsxsw,iPad or iPhone App,Positive,rt check out the dokobots game from for iphone and android seems pretty cool geogames sxsw tmsxsw,1
RT @mention Check out the FREE @mention Sampler on iTunes! {link} #SXSW,Other Apple product or service,Positive,rt check out the free sampler on itunes link sxsw,1
RT @mention Check out the new @mention app {link} - this is gonna be HUGE next week at #sxsw and beyond.,Unknown,Positive,rt check out the new app link this is gonna be huge next week at sxsw and beyond,1
"RT @mention Check out this new #android app #bizzy, we're using it to check out #sxsw {link}",Android App,Positive,rt check out this new android app bizzy were using it to check out sxsw link,1
RT @mention Checking out the Apple pop up store. Looking fwd to checking out the iPad 2. #sxsw #mosaicxm MK {link},iPad,Positive,rt checking out the apple pop up store looking fwd to checking out the ipad sxsw mosaicxm mk link,1
"So @mention claims Android phones were everywhere at last year's #SXSW. Dude, the iOS to Android ratio is like 15-to-1. iPhone 4 is everywhere",iPhone,Positive,so claims android phones were everywhere at last years sxsw dude the ios to android ratio is like to iphone is everywhere,1
RT @mention Come celebrate w/ Charity Water tonight! (Google is throwin the party). Jump start your #sxsw week off right! studentsforcleanwater.org/rsvp,Google,Positive,rt come celebrate w charity water tonight google is throwin the party jump start your sxsw week off right studentsforcleanwaterorgrsvp,1
"RT @mention Come party down with @mention &amp; Google tonight at #sxsw: {link} Bands, food, art, interactive maps!",Google,Positive,rt come party down with amp google tonight at sxsw link bands food art interactive maps,1
RT @mention Congrats to @mention for winning the Ipad 2 raffled at the #SmileyParty. Check your inbox for details! #sxsw,iPad,Positive,rt congrats to for winning the ipad raffled at the smileyparty check your inbox for details sxsw,1
RT @mention Cool! Apple to open temporary store at SXSW {link} #sxsw,Apple,Positive,rt cool apple to open temporary store at sxsw link sxsw,1
RT @mention Cool! Apple to open temporary store at SXSW {link} #sxsw now peer pressure will make me buy iPad2,Apple,Positive,rt cool apple to open temporary store at sxsw link sxsw now peer pressure will make me buy ipad,1
RT @mention Could a game improve ecodriving habits? RT @mention ���35 million miles a day are driven while being Google Maps Navigation assisted.&quot;#sxsw,Other Google product or service,Positive,rt could a game improve ecodriving habits rt million miles a day are driven while being google maps navigation assistedquotsxsw,1
"RT @mention Cunning Apple, keeping the #iPad2 popup store open late next to #sxsw parties for impulsive lat��_ (cont) {link}",Apple,Positive,rt cunning apple keeping the ipad popup store open late next to sxsw parties for impulsive lat cont link,1
RT @mention Dawn's iPad App of the Week is up early to help you prep for #SXSW: {link},iPad or iPhone App,Positive,rt dawns ipad app of the week is up early to help you prep for sxsw link,1
"RT @mention Decided to go to LA instead of #SXSW, because my AT&amp;T iPhone would be about as useful as a brick in Austin.",iPhone,Negative,rt decided to go to la instead of sxsw because my atampt iphone would be about as useful as a brick in austin,0
RT @mention Deleting the #sxsw iPhone app!  {link},iPad or iPhone App,Negative,rt deleting the sxsw iphone app link,0
"RT @mention DELICIOUSLY IRONIC GOOGLE PRIVACY PARTY MADE WHOLE BY &quot;BANKING CARTEL, MILITARY-SCIENTIFIC DICTATORSHIP TAKEOVER&quot; CAB RANT! #SXSW",Google,Negative,rt deliciously ironic google privacy party made whole by quotbanking cartel militaryscientific dictatorship takeoverquot cab rant sxsw,0
"RT @mention Details for the iPad 2 giveaway coming tonight, RT this! #SXSW #sxswi",iPad,Positive,rt details for the ipad giveaway coming tonight rt this sxsw sxswi,1
"RT @mention Details for the iPad 2 giveaway coming tonight, RT this! #SXSW #sxswi - What about folks NOT at SXSW?",iPad,Positive,rt details for the ipad giveaway coming tonight rt this sxsw sxswi what about folks not at sxsw,1
"RT @mention deviantART buys 3 iPad 2's in Austin, tests Muro drawing, it's super fast!! #deviantART #SXSW {link}",iPad,Positive,rt deviantart buys ipad s in austin tests muro drawing its super fast deviantart sxsw link,1
"RT @mention deviantART buys 3 iPad 2's in Austin, tests Muro drawing, it's super fast!! #deviantART #SXSW htt��_ (cont) {link}",iPad,Positive,rt deviantart buys ipad s in austin tests muro drawing its super fast deviantart sxsw htt cont link,1
"RT @mention Diller on Google TV: &quot;The first product wasn't good. It wasn't a consumer product, basically.&quot; #sxsw #diller",Other Google product or service,Negative,rt diller on google tv quotthe first product wasnt good it wasnt a consumer product basicallyquot sxsw diller,0
"RT @mention Don't worry you guys, found an iPhone charger. WHAT'S THE DEAL WITH HIPSTERS AND BEARDS, RIGHT?!?! #sxsw",Unknown,Positive,rt dont worry you guys found an iphone charger whats the deal with hipsters and beards right sxsw,1
RT @mention Download @mention new Austin iPhone app for free during SXSW {link} (thanks for the tip @mention #sxsw,iPad or iPhone App,Positive,rt download new austin iphone app for free during sxsw link thanks for the tip sxsw,1
RT @mention Enjoying the #sxsw California (Hollywood + Silicon Valley) meets NYC in sunny Austin by-the-pool with cowboy boots + iPad vibe. #sxswi,iPad,Positive,rt enjoying the sxsw california hollywood silicon valley meets nyc in sunny austin bythepool with cowboy boots ipad vibe sxswi,1
RT @mention Epic. There's just one guy waiting in line for the iPad 2 in Austin at SXSW. {link} #sxsw #ipad #ipad2,iPad,Negative,rt epic theres just one guy waiting in line for the ipad in austin at sxsw link sxsw ipad ipad,0
"RT @mention Epicurious, flipboard, CNN, wired, and MOMA as examples of good iPad design #SXSW  {link}",iPad or iPhone App,Positive,rt epicurious flipboard cnn wired and moma as examples of good ipad design sxsw link,1
RT @mention Even security guards in Austin enjoy iPad time. #SXSW (cc @mention {link},iPad,Positive,rt even security guards in austin enjoy ipad time sxsw cc link,1
RT @mention Excited to know more about Google Circles. Lucky folks at SXSW to be the first to see? Possible launch today: {link} #sxsw,Other Google product or service,Positive,rt excited to know more about google circles lucky folks at sxsw to be the first to see possible launch today link sxsw,1
"RT @mention Excited to see this! RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",Unknown,Positive,rt excited to see this rt google to launch major new social network called circles possibly today link sxsw,1
RT @mention Facebook Killers - Google Circles to be Announced at SXSW Interactive Festival {link} #google #sxsw,Other Google product or service,Positive,rt facebook killers google circles to be announced at sxsw interactive festival link google sxsw,1
RT @mention Fail Whale artist @mention living through the iPad 2 #sxsw {link},iPad,Positive,rt fail whale artist living through the ipad sxsw link,1
"RT @mention False Alarm: Google Circles Not Coming Now, And Probably Not Ever {link} - so much for reports that it would unveil at #sxsw",Other Google product or service,Negative,rt false alarm google circles not coming now and probably not ever link so much for reports that it would unveil at sxsw,0
"RT @mention Fest tip-don't be an iPhone douche.Put away your phone and talk to your fellow festgoers in lines, etc.All good people who love film. #sxsw",iPhone,Negative,rt fest tipdont be an iphone doucheput away your phone and talk to your fellow festgoers in lines etcall good people who love film sxsw,0
RT @mention Filming with the iPad is so much cooler than a lame iPhone... #sxsw (at @mention live show)  {link},iPad,Positive,rt filming with the ipad is so much cooler than a lame iphone sxsw at live show link,1
"RT @mention Finally fed up with #AngryBirds, Julian screamed &quot;I got your no-fly zone right here, pigfucker!&quot; and threw his iPad at some kid. #sxsw",iPad,Negative,rt finally fed up with angrybirds julian screamed quoti got your nofly zone right here pigfuckerquot and threw his ipad at some kid sxsw,0
RT @mention First day the exhibit hall is open at #SXSW! Stop by the #EMC booth to enter to win an iPad 2! @mention,iPad,Positive,rt first day the exhibit hall is open at sxsw stop by the emc booth to enter to win an ipad,1
RT @mention First person to stop by our booth at SXSW &amp; show me their iPad 2 running one if our apps wins a free SnakeHeead Tee Shirt #SXSW,iPad or iPhone App,Positive,rt first person to stop by our booth at sxsw amp show me their ipad running one if our apps wins a free snakeheead tee shirt sxsw,1
"RT @mention Fodder for #snubor panel at #SXSW: &quot;Right to Forget&quot; gains traction in Europe, causing issues for Google {link}",Unknown,Negative,rt fodder for snubor panel at sxsw quotright to forgetquot gains traction in europe causing issues for google link,0
RT @mention Forgot my iPhone for #sxsw. Android only. Knife to a gun fight,Android,Positive,rt forgot my iphone for sxsw android only knife to a gun fight,1
RT @mention forward to delicious T-Mobile 4G here in Austin while iPhone users struggle to do anything. #SXSW,iPhone,Negative,rt forward to delicious tmobile g here in austin while iphone users struggle to do anything sxsw,0
"RT @mention Found the app kyping my iPhone's geolocation &amp; not releasing when in background. Need a patch, @mention #batterykiller #SXSW",iPad or iPhone App,Negative,rt found the app kyping my iphones geolocation amp not releasing when in background need a patch batterykiller sxsw,0
"RT @mention Free iTunes Album, #SXSW Featured Artists, grab it if you missed it: {link}",Unknown,Positive,rt free itunes album sxsw featured artists grab it if you missed it link,1
RT @mention Fun with interactive maps at the @mention and Google party: {link} #sxsw,Other Google product or service,Positive,rt fun with interactive maps at the and google party link sxsw,1
RT @mention Funny moment at #sxsw panel when Dennis Crowley gets iPad 2 owners to hold up their new iPad 2. It looked like lighters at a rock concert.,iPad,Positive,rt funny moment at sxsw panel when dennis crowley gets ipad owners to hold up their new ipad it looked like lighters at a rock concert,1
RT @mention Funny to be at the PSFK session sponsored by Microsoft. All they do is to talk about Apple. #SXSW,Apple,Positive,rt funny to be at the psfk session sponsored by microsoft all they do is to talk about apple sxsw,1
"RT @mention gabacustweets: iPad 2 Sold Out, 70% Went to New Buyers [REPORT] - {link} #sxsw #s... {link} #SocialMedia #BRK",iPad,Positive,rt gabacustweets ipad sold out went to new buyers report link sxsw s link socialmedia brk,1
RT @mention Geeking out on YouTube APIs #SXSW @mention Google Teaching Theatre {link},Other Google product or service,Positive,rt geeking out on youtube apis sxsw google teaching theatre link,1
RT @mention Genius move by Apple to open a temp. store in downtown Austin for #SXSW: {link} /via @mention #ipad2,Apple,Positive,rt genius move by apple to open a temp store in downtown austin for sxsw link via ipad,1
"RT @mention Get it while it's hot! Latest version of Whrrl is available 2day 4Android, iPhone &amp; BB! @mention FOR BLACKBERRY! :-) #SXSW",iPad or iPhone App,Positive,rt get it while its hot latest version of whrrl is available day android iphone amp bb for blackberry sxsw,1
"RT @mention Get it while it's hot! The latest version of Whrrl is available today for Android, iPhone - and Blackberry! WHRRL FOR BLACKBERRY! :-) #SXSW",Android App,Positive,rt get it while its hot the latest version of whrrl is available today for android iphone and blackberry whrrl for blackberry sxsw,1
RT @mention Get our #SXSW iPhone app! Thanks to @mention for the awesome integration! {link},iPad or iPhone App,Positive,rt get our sxsw iphone app thanks to for the awesome integration link,1
RT @mention Getting ready for #sxsw by installing @mention on my iPhone. Woot! {link},iPad or iPhone App,Positive,rt getting ready for sxsw by installing on my iphone woot link,1
"RT @mention Giving away an #iPad at #SXSW for all you mappers out there. Entry is amazingly easy, here are details: {link}",iPad,Positive,rt giving away an ipad at sxsw for all you mappers out there entry is amazingly easy here are details link,1
RT @mention Going to #SXSW? The new iPhone guide to #Austin by @mention is free March 9-15. Hard to beat free. #lp,iPad or iPhone App,Positive,rt going to sxsw the new iphone guide to austin by is free march hard to beat free lp,1
RT @mention Going to #SXSW? The new iPhone guide to #Austin by @mention is free March 9-15. Hard to beat free. #lp #mobile,iPad or iPhone App,Positive,rt going to sxsw the new iphone guide to austin by is free march hard to beat free lp mobile,1
RT @mention Going to be awesome! RT @mention Gallery of original Daniel Johnston art going up at tomorrow's #GSDM + #Google industry party.  #sxsw,Google,Positive,rt going to be awesome rt gallery of original daniel johnston art going up at tomorrows gsdm google industry party sxsw,1
RT @mention Good CNN article on why #SXSW is important to social web innovators. {link} This is why I'm bringing Griddler iPad app there.,Unknown,Positive,rt good cnn article on why sxsw is important to social web innovators link this is why im bringing griddler ipad app there,1
RT @mention Good news for Austin-bound Apple fanboys: {link} #sxsw #ipad2,Apple,Positive,rt good news for austinbound apple fanboys link sxsw ipad,1
RT @mention Good News! Austin Eats: BBQ for iPhone is now available - {link} #iTunes #Austin #BBQ #SXSW #SXSWi,iPad or iPhone App,Positive,rt good news austin eats bbq for iphone is now available link itunes austin bbq sxsw sxswi,1
RT @mention Good News! Austin Eats: BBQ for iPhone is now available - {link} #iTunes #Austin #BBQ #SXSW #SXSWi /via @mention,iPad or iPhone App,Positive,rt good news austin eats bbq for iphone is now available link itunes austin bbq sxsw sxswi via,1
RT @mention Good talk from AKQAs @mention on iPad interface w/ callback to design principles. My wish: go beyond media/marketing examples. #fb #SxSW,Unknown,Positive,rt good talk from akqas on ipad interface w callback to design principles my wish go beyond mediamarketing examples fb sxsw,1
"RT @mention Google &quot;product gatekeeper&quot; Marissa Mayer on the location-based &quot;fast, fun and future&quot; {link} (HT @mention #SXSW",Google,Positive,rt google quotproduct gatekeeperquot marissa mayer on the locationbased quotfast fun and futurequot link ht sxsw,1
"RT @mention Google Art Project - like street view, except in art museums around the world. Incl. 7 BILLION pixel image of Starry Night. Dang! #sxsw",Other Google product or service,Positive,rt google art project like street view except in art museums around the world incl billion pixel image of starry night dang sxsw,1
RT @mention Google building real time @mention engine to monitor illegal deforestation in real time #tech4good #sxsw,Google,Positive,rt google building real time engine to monitor illegal deforestation in real time techgood sxsw,1
RT @mention Google Circles will be toast if it can't convince facebook users to start an account (or interface with FB)   #sxsw,Other Google product or service,Negative,rt google circles will be toast if it cant convince facebook users to start an account or interface with fb sxsw,0
"RT @mention Google denies it will launch major new social network, Circles, at #sxsw. But some, including Tim O'Reily, say it exists and is, awesome!",Other Google product or service,Positive,rt google denies it will launch major new social network circles at sxsw but some including tim oreily say it exists and is awesome,1
"RT @mention Google doodles aim to bring people together socially, promote communal experience. #sxsw #GoogleDoodles",Other Google product or service,Positive,rt google doodles aim to bring people together socially promote communal experience sxsw googledoodles,1
"RT @mention Google has &quot;got a lot better&quot; at protecting users' privacy with location-based tools over past 12 months, says Mayer #sxsw",Google,Positive,rt google has quotgot a lot betterquot at protecting users privacy with locationbased tools over past months says mayer sxsw,1
"RT @mention Google hotpot- rate restaurants and get personalized recos on where to eat. Um, think foursquare, yelp, etc have this covered already. #SXSW",Other Google product or service,Negative,rt google hotpot rate restaurants and get personalized recos on where to eat um think foursquare yelp etc have this covered already sxsw,0
"RT @mention google hotpot= yelp killer?  Very impressive integration, personalized recommendations, and really fast @mention #SXSW",Other Google product or service,Positive,rt google hotpot yelp killer very impressive integration personalized recommendations and really fast sxsw,1
"RT @mention Google is focusing on bridging the digital/physical divide. Eg. maps, streetview, hotpot &amp; autonomous driving. #sxsw @mention",Google,Positive,rt google is focusing on bridging the digitalphysical divide eg maps streetview hotpot amp autonomous driving sxsw,1
RT @mention Google is planning to launch a major new Social Network called Circles. Previews so far have been super positive #SXSW {link},Other Google product or service,Positive,rt google is planning to launch a major new social network called circles previews so far have been super positive sxsw link,1
RT @mention google is saving users 2 years of time with gps navigation using alternate routes w traffic #sxsw,Other Google product or service,Positive,rt google is saving users years of time with gps navigation using alternate routes w traffic sxsw,1
RT @mention Google is showing skiers' geolocation overlaid on 3d mountain model. Would love this for finding empty runs. #sxsw,Google,Positive,rt google is showing skiers geolocation overlaid on d mountain model would love this for finding empty runs sxsw,1
RT @mention Google is smart positioning brand. They're not just a search engine. They're organizing world's info. Higher purpose. #savebrands #sxsw,Google,Positive,rt google is smart positioning brand theyre not just a search engine theyre organizing worlds info higher purpose savebrands sxsw,1
RT @mention Google Latina and see what you find? Porn...this is the first impression that people get about us? #latism #sxsw #sxswLatAm #LatinasInTech�۝,Google,Negative,rt google latina and see what you find pornthis is the first impression that people get about us latism sxsw sxswlatam latinasintech,0
RT @mention Google launching check in service at #sxsw and providing deals #fmsignal #SXSWi,Unknown,Positive,rt google launching check in service at sxsw and providing deals fmsignal sxswi,1
RT @mention Google maps for mobile 5.2 looks awesome.#sxsw,Other Google product or service,Positive,rt google maps for mobile looks awesomesxsw,1
"RT @mention Google Party is at GSD&amp;M (Google Map it). #SXSW badge gets u in. Free food, drinks, music. Big place. No line. Great party. Come!",Unknown,Positive,rt google party is at gsdampm google map it sxsw badge gets u in free food drinks music big place no line great party come,1
RT @mention google presentation by Mayer is a sales pitch #fail #sxsw,Google,Negative,rt google presentation by mayer is a sales pitch fail sxsw,0
RT @mention Google previews updated Blogger interface at #SXSW {link},Other Google product or service,Positive,rt google previews updated blogger interface at sxsw link,1
RT @mention Google route around traffic saving drivers 2 years of time per day by finding best route. #sxsw,Other Google product or service,Positive,rt google route around traffic saving drivers years of time per day by finding best route sxsw,1
RT @mention Google set to launch new social network #Circles today at #sxsw,Google,Positive,rt google set to launch new social network circles today at sxsw,1
RT @mention Google tested 41 shades of blue for link colors AND it made a difference. At scale the nuances really matter. #SXSW,Google,Positive,rt google tested shades of blue for link colors and it made a difference at scale the nuances really matter sxsw,1
RT @mention Google to Launch Major New Social Network Called Circles {link} #sxsw / cc @mention @mention,Other Google product or service,Positive,rt google to launch major new social network called circles link sxsw cc,1
"RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today  at #SXSW {link}",Other Google product or service,Positive,rt google to launch major new social network called circles possibly today at sxsw link,1
"RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today ({link} #sxswi #SXSW &gt; sounds fabulous!",Google,Positive,rt google to launch major new social network called circles possibly today link sxswi sxsw gt sounds fabulous,1
"RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw�۝ &gt;&gt; Should be good",Other Google product or service,Positive,rt google to launch major new social network called circles possibly today link sxsw gtgt should be good,1
"RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today @mention #SXSW {link} via @mention",Unknown,Positive,rt google to launch major new social network called circles possibly today sxsw link via,1
"RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today at #sxsw rww.to/f6BCEt | O'goody more overload",Google,Negative,rt google to launch major new social network called circles possibly today at sxsw rwwtofbcet ogoody more overload,0
RT @mention Google TV demo at the league for extraordinary hackers. Cool stuff! I like Web apps on TV. #google #sxsw #lxh,Other Google product or service,Positive,rt google tv demo at the league for extraordinary hackers cool stuff i like web apps on tv google sxsw lxh,1
RT @mention Google vs Bing on #bettersearch. Bing has a shot at success w/ structured search.  Potentially higher margin CPA model vs #Google. #SXSW,Google,Negative,rt google vs bing on bettersearch bing has a shot at success w structured search potentially higher margin cpa model vs google sxsw,0
RT @mention Google was incapable of doing disruptive innovation- and acquired 89 startups over the last few years @mention #leanstartup #sxsw,Google,Negative,rt google was incapable of doing disruptive innovation and acquired startups over the last few years leanstartup sxsw,0
RT @mention Google's art project would be a great virtual field trip for kids! Museums around the world! #edtech #sxsw,Other Google product or service,Positive,rt googles art project would be a great virtual field trip for kids museums around the world edtech sxsw,1
RT @mention Google's Marissa Mayer extolling coolness of Google Mobile Maps v 5.2 &quot;Mobile surpassed desktop usage 4 1st time this year.&quot; #sxsw #sxswi,Unknown,Positive,rt googles marissa mayer extolling coolness of google mobile maps v quotmobile surpassed desktop usage st time this yearquot sxsw sxswi,1
"RT @mention Google's Marissa Mayer on the location-based 'fast, fun and future' {link} #SXSW #SXSWi",Google,Positive,rt googles marissa mayer on the locationbased fast fun and future link sxsw sxswi,1
RT @mention Google's new &quot;route-around&quot; feature gives 3 alternate routes to avoid traffic - collectively saving drivers 2 yrs/day #SXSW,Other Google product or service,Positive,rt googles new quotroutearoundquot feature gives alternate routes to avoid traffic collectively saving drivers yrsday sxsw,1
RT @mention Google's new &quot;route-around&quot; feature gives 3 alternate routes to avoid traffic -collectively saving drivers 2 yrs/day #SXSW,Other Google product or service,Positive,rt googles new quotroutearoundquot feature gives alternate routes to avoid traffic collectively saving drivers yrsday sxsw,1
RT @mention Google's route around traffic function saves users 2 years EVERY DAY. - Marissa Mayer at #sxsw,Unknown,Positive,rt googles route around traffic function saves users years every day marissa mayer at sxsw,1
RT @mention Google's route around traffic function saves users 2 years EVERY DAY. Good for future? ��� Marissa Mayer at #sxsw,Google,Positive,rt googles route around traffic function saves users years every day good for future marissa mayer at sxsw,1
RT @mention Got the #VMware Talent Community iPad app rockin and signing up talented professionals tonight! #sxsw {link},iPad or iPhone App,Positive,rt got the vmware talent community ipad app rockin and signing up talented professionals tonight sxsw link,1
RT @mention Great day at #SXSW -BUT jaloux of @mention &amp; HIS NEW iPad.Look at him on school bus on 1st day of school {link},iPad,Positive,rt great day at sxsw but jaloux of amp his new ipadlook at him on school bus on st day of school link,1
"RT @mention Great evening w/ @mention + @mention Into Karateka, Castle Wolfenstein, ChopLifter: Apple // classics. #SXSW #OldSko0l",Unknown,Positive,rt great evening w into karateka castle wolfenstein choplifter apple classics sxsw oldskol,1
RT @mention Great panel w/guys fr @mention @mention @mention &amp; google hotpot! Social recs def not the end for recs. #discotalk #sxsw #sloanxsw,Google,Positive,rt great panel wguys fr amp google hotpot social recs def not the end for recs discotalk sxsw sloanxsw,1
RT @mention Great session by @mention on iPad design. Good UI insights. #tapworthy #HISXSW #SXSW,iPad,Positive,rt great session by on ipad design good ui insights tapworthy hisxsw sxsw,1
"RT @mention Guys, if you ever plan on attending #SXSW, you need 4 things, skinny jeans, flannel shirt, beard and an iPad #imanoutcast...",iPad,Positive,rt guys if you ever plan on attending sxsw you need things skinny jeans flannel shirt beard and an ipad imanoutcast,1
RT @mention Hah! Found the &quot;popup&quot; Apple store where the iPad 2 will be on sale 2moro - gold's gym at 6th and Congress:  {link} #sxsw,iPad,Positive,rt hah found the quotpopupquot apple store where the ipad will be on sale moro golds gym at th and congress link sxsw,1
RT @mention Hand-Held ���Hobo�۪: Drafthouse launches ���Hobo With a Shotgun�۪ iPhone app #SXSW {link},iPad or iPhone App,Positive,rt handheld hobo drafthouse launches hobo with a shotgun iphone app sxsw link,1
"RT @mention Have decided I need an ipad. #usguys #sxsw - I agree, you do!",iPad,Positive,rt have decided i need an ipad usguys sxsw i agree you do,1
RT @mention Having a hard time tweeting and using iPhone here at #SXSW. Using iPad and it's much better. #HISXSW,iPad,Positive,rt having a hard time tweeting and using iphone here at sxsw using ipad and its much better hisxsw,1
RT @mention Having fun creating a dynamic Google doc with @mention from opposite sides of the #killcommunity room #sxsw,Other Google product or service,Positive,rt having fun creating a dynamic google doc with from opposite sides of the killcommunity room sxsw,1
RT @mention Having fun w/ @mention new Check-In's feature on iPhone | See @mention latest article &quot;Roll your own 4square&quot; {link} #SXSW,Unknown,Positive,rt having fun w new checkins feature on iphone see latest article quotroll your own squarequot link sxsw,1
RT @mention Heading to Austin for #SXSW? The @mention Austin guide for #iPhone is free for a limited time {link},iPhone,Positive,rt heading to austin for sxsw the austin guide for iphone is free for a limited time link,1
RT @mention Heading to Austin for #SXSW? The #LP Austin guide for #iPhone is free for a limited time {link} #travel,iPad or iPhone App,Positive,rt heading to austin for sxsw the lp austin guide for iphone is free for a limited time link travel,1
RT @mention Heading to free Google-sponsored happy hour for Semantic Web Austin @mention Fogo de Ch��o #sxsw,Unknown,Positive,rt heading to free googlesponsored happy hour for semantic web austin fogo de cho sxsw,1
RT @mention Heard at #sxsw #Android is now the leading market share of smart phones in US. #getjarsxsw,Android,Positive,rt heard at sxsw android is now the leading market share of smart phones in us getjarsxsw,1
